"REGIÃO
ASSISTENCIAL";MICRORREGIÃO;MUNICIPIO;RAMO_ATIVIDADE;NUM_CONTRATO;CPF_CNPJ;NOME;INICIO_VIGENCIA;FIM_VIGENCIA;PERIODO REFERENCIA
SUDESTE;JUIZ DE FORA;JUIZ DE FORA;CLINICA;7002023;26124966000205;ULTRACLIN SERVICOS MEDICOS S/C;01/09/2023;31/08/2028;jul/26
CENTRO;CURVELO;CURVELO;HOSPITAL/FUNDACAO;5282025;19989904000110;IRMANDADE DE SANTO ANTONIO DO CURVELO;01/07/2025;30/06/2030;jul/26
CENTRO;BELO HORIZONTE;BELO HORIZONTE;LABORATORIO;6312023;19378769000176;INSTITUTO HERMES PARDINI S/A;01/09/2023;31/08/2028;jul/26
LESTE;GOVERNADOR VALADARES;GOVERNADOR VALADARES;LABORATORIO;542024;70941042000102;SOM & LAB LTDA;01/02/2024;31/05/2027;jul/26
OESTE;DIVINOPOLIS;DIVINOPOLIS;LABORATORIO;2282022;86368172000138;CIAP CITOLOGIA E ANATOMIA PATOLOGICA LTDA;01/04/2022;31/03/2027;jul/26
CENTRO;GUANHAES;SABINOPOLIS;LABORATORIO;7632022;71134324000160;LABORATORIO PIRES DE MIRANDA LTDA;03/10/2022;30/09/2027;jul/26
NORDESTE;MINAS NOVAS;MINAS NOVAS;HOSPITAL/FUNDACAO;6942021;21248752000146;FUNDACAO MINAS NOVAS;13/12/2021;30/11/2026;jul/26
NORTE;JANAUBA;MATO VERDE;LABORATORIO;2502024;00324216000102;LABORATORIO DE ANALISES CLINICAS E CITOLOGICAS IDEAL SOCIEDADE SIMPLES LTDA;01/04/2024;30/09/2026;jul/26
SUL;OURO FINO;OURO FINO;LABORATORIO;11392023;00688407000153;LABORATORIO OUROLAB S/C LTDA ME;15/12/2023;30/11/2028;jul/26
OESTE;ITAUNA;ITAUNA;CLINICA;7982023;20924254000103;EXERCITE FISIOTERAPIA LTDA;13/09/2023;31/08/2028;jul/26
SUDESTE;JUIZ DE FORA;JUIZ DE FORA;CLINICA;7542022;20437273000105;CLIGED - CLINICA DE DIAGNOSTICO MEDICO POR IMAGEM DO APARELHO DIGESTIVO LTDA;01/10/2022;30/09/2027;jul/26
SUDESTE;CATAGUASES;LEOPOLDINA;LABORATORIO;12042023;00127525000192;LABORATORIO DE ANALISES CLINICAS E CITOLOGIA PREV LTDA;29/12/2023;30/11/2028;jul/26
TRIANGULO DO NORTE;ITUIUTABA;ITUIUTABA;LABORATORIO;2232022;21293089000100;MINASLABOR LABORATORIO DE ANALISES CLINICAS LTDA;01/04/2022;31/03/2027;jul/26
NORDESTE;NANUQUE;CARLOS CHAGAS;HOSPITAL/FUNDACAO;2132022;17002528000100;HOSPITAL LOURENCO WESTIN;01/04/2022;31/03/2027;jul/26
SUL;POCOS DE CALDAS;CAMPESTRE;LABORATORIO;2372022;97476550000113;POSTO DE COLETA EM ANALISES CLINICAS SAO JOSE LTDA;01/04/2022;31/03/2027;jul/26
OESTE;DIVINOPOLIS;DIVINOPOLIS;HOSPITAL/FUNDACAO;10222024;20146064000102;FUNDACAO GERALDO CORREA;01/12/2024;30/11/2029;jul/26
CENTRO;SETE LAGOAS;SETE LAGOAS;CLINICA;5922025;21610928000168;CEMEDI CENTRO DE MEDICINA DIAGNOSTICA POR IMAGEM LTDA;01/08/2025;31/07/2030;jul/26
SUDESTE;JUIZ DE FORA;JUIZ DE FORA;CLINICA;7462023;21195698000118;CENTRO DE DIAGNOSTICO CLAUDIO RAMOS LTDA;01/09/2023;31/08/2028;jul/26
SUDESTE;UBA;UBA;HOSPITAL/FUNDACAO;5682024;25335670000190;IRMANDADE DE NOSSA SENHORA DA SAUDE;01/07/2024;30/06/2029;jul/26
NOROESTE;PATOS DE MINAS;PATOS DE MINAS;HOSPITAL/FUNDACAO;3672025;23338387000196;CASA DE SAUDE E MATERNIDADE NOSSA SENHORA DE FATIMA SA;01/06/2025;31/05/2030;jul/26
OESTE;OLIVEIRA;CARMOPOLIS DE MINAS;LABORATORIO;6962023;23783806000107;LABOCAR-LABORATORIO NOSSA SENHORA DO CARMO LTDA;01/09/2023;31/08/2028;jul/26
NORDESTE;MINAS NOVAS;MINAS NOVAS;LABORATORIO;5612025;00951182000186;LABORATORIO DE ANALISES CLINICAS SANTOS ARAUJO LTDA;01/08/2025;31/07/2030;jul/26
LESTE DO SUL;VICOSA;VICOSA;LABORATORIO;2772023;00309860000101;LABORATORIO DE ANALISES CLINICAS DE VICOSA LTDA;03/04/2023;31/03/2028;jul/26
CENTRO SUL;BARBACENA;BARROSO;LABORATORIO;1792022;00638803000176;VITAE-CENTRO DE DIAGNOSTICOS ESPECIALIZADOS E ANALISES LABORATORIAIS LTDA;01/03/2022;28/02/2027;jul/26
NORTE;MONTES CLAROS;MONTES CLAROS;CONSULTORIO MEDICO;5952025;01026107000171;CID-CENTRO DE IMAGEM E DIAGNOSTICO LTDA;01/08/2025;31/07/2030;jul/26
TRIANGULO DO NORTE;UBERLANDIA;UBERLANDIA;CLINICA;7482023;86554557000190;CLINICA DE DIAGNOSTICO E TRATAMENTO DO CORACAO LTDA;01/09/2023;31/08/2028;jul/26
SUDESTE;UBA;MERCES;LABORATORIO;2622023;01277817000174;JORGE ANTONIO RODRIGUES PEREIRA E CIA LTDA;01/04/2023;31/03/2028;jul/26
LESTE;CORONEL FABRICIANO;CORONEL FABRICIANO;LABORATORIO;1362024;00931159000120;LABORATORIO ARAUJO LTDA;21/02/2024;31/05/2027;jul/26
SUDESTE;UBA;UBA;LABORATORIO;5502025;70986120000195;JOSE CLAUDIO HONORATO & CIA LTDA;01/08/2025;31/07/2030;jul/26
SUL;BOA ESPERANCA;BOA ESPERANCA;HOSPITAL/FUNDACAO;10532023;18781039000159;SANTA CASA DE MISERICORDIA DE BOA ESPERANCA;01/12/2023;30/11/2028;jul/26
OESTE;ITAUNA;ITAGUARA;HOSPITAL/FUNDACAO;6902024;20878294000166;SANTA CASA DE MISERICORDIA DE ITAGUARA;01/09/2024;31/08/2029;jul/26
SUL;LAVRAS;PERDOES;HOSPITAL/FUNDACAO;7342024;23479421000142;SANTA CASA DE MISERICORDIA DE PERDOES;01/09/2024;31/08/2029;jul/26
CENTRO;PEDRO LEOPOLDO;LAGOA SANTA;LABORATORIO;6602023;00416921000130;LABORATORIO DE ANALISES CLINICAS DR. LUND LTDA;11/08/2023;31/07/2028;jul/26
SUL;ALFENAS;GUAPE;LABORATORIO;3252022;41877010000197;LABORATORIO DE ANALISES CLINICAS DR. ODILON MAIA LTDA;08/06/2022;31/05/2027;jul/26
TRIANGULO DO SUL;ARAXA;ARAXA;HOSPITAL/FUNDACAO;9412022;16906935000171;MELHORAMENTOS DOM BOSCO SOCIEDADE ANONIMA;28/12/2022;30/11/2027;jul/26
LESTE;CORONEL FABRICIANO;CORONEL FABRICIANO;LABORATORIO;2722024;01489630000134;LABORATORIO FRANCO LTDA;01/04/2024;30/09/2026;jul/26
CENTRO;GUANHAES;GUANHAES;LABORATORIO;5862025;01171062000129;LABORATORIO NUNES DORNELAS LTDA;01/08/2025;31/07/2030;jul/26
CENTRO;SETE LAGOAS;SETE LAGOAS;CLINICA;9082023;18273094000138;DIAG MED CENTRO DE DIAGNOSTICO EM MEDICINA LTDA;01/10/2023;30/09/2028;jul/26
LESTE;CORONEL FABRICIANO;CORONEL FABRICIANO;LABORATORIO;6162025;38516431000188;LABORATORIO BOM PASTOR LTDA;01/08/2025;31/07/2030;jul/26
SUL;ALFENAS;GUAXUPE;LABORATORIO;792022;71196075000138;LABORATORIO DE ANALISES E PESQUISAS CLINICA PROLAB LTDA;01/02/2022;31/01/2027;jul/26
LESTE DO SUL;RAUL SOARES;RAUL SOARES;LABORATORIO;3952022;01313077000184;LABORATORIO KATIA MACHADO LTDA;01/07/2022;30/06/2027;jul/26
NOROESTE;JOAO PINHEIRO;JOAO PINHEIRO;LABORATORIO;2212022;01720389000102;LABORATORIO DE ANALISES CLINICAS PAULO NETTO LTDA;01/04/2022;31/03/2027;jul/26
NORTE;MONTES CLAROS;MONTES CLAROS;CLINICA;1362023;01165305000116;SERVICO IMAGEM DE ULTRASONOGRAFIA E EXAMES AUXILIARES LTDA;01/03/2023;29/02/2028;jul/26
CENTRO SUL;CONSELHEIRO LAFAIETE;CONGONHAS;HOSPITAL/FUNDACAO;6052023;19692755000122;ASSOCIACAO HOSPITALAR BOM JESUS;24/07/2023;30/06/2028;jul/26
SUDESTE;MURIAE;EUGENOPOLIS;LABORATORIO;4052023;01014924000100;RITA DE CASSIA MORCERF CRUZ;01/06/2023;31/05/2028;jul/26
NORDESTE;DIAMANTINA;DIAMANTINA;LABORATORIO;2382023;01364160000182;LABORATORIO EMILIO AVELAR LTDA;01/04/2023;31/03/2028;jul/26
SUDESTE;CARANGOLA;CARANGOLA;LABORATORIO;6402023;21830104000101;LAC JOSE AMARO LTDA;03/08/2023;31/07/2028;jul/26
LESTE DO SUL;MANHUACU;MATIPO;HOSPITAL/FUNDACAO;6412024;18860684000167;FUNDACAO DE SAUDE CRISTO REI;01/08/2024;31/07/2029;jul/26
OESTE;OLIVEIRA;OLIVEIRA;HOSPITAL/FUNDACAO;5462025;22986442000191;IRMANDADE DA SANTA CASA DE MISERICORDIA DE OLIVEIRA;01/08/2025;31/07/2030;jul/26
NOROESTE;PARACATU;PARACATU;LABORATORIO;5522025;01653673000103;M.M. LABORATORIO SOCIEDADE SIMPLES LTDA;01/08/2025;31/07/2030;jul/26
CENTRO;BELO HORIZONTE;BELO HORIZONTE;CLINICA;2022023;01118159000178;CENTRO DE DIAGNOSTICO OTORRINOLARINGOLOGICO LTDA;01/04/2023;31/03/2028;jul/26
CENTRO;BELO HORIZONTE;BELO HORIZONTE;CLINICA;8082023;65158271000115;ECOGRAF NUCLEO DE DIAGNOSTICO CARDIOVASCULAR LTDA;01/10/2023;30/09/2028;jul/26
NOROESTE;PARACATU;PARACATU;LABORATORIO;10482024;00460412000104;LABORATORIO SANTA CLARA LTDA;30/12/2024;31/05/2027;jul/26
CENTRO;CORINTO;CORINTO;LABORATORIO;3282024;01615642000168;LABORANALYSES LTDA;01/05/2024;31/10/2026;jul/26
CENTRO;PEDRO LEOPOLDO;PEDRO LEOPOLDO;HOSPITAL/FUNDACAO;692023;23453830000170;INSTITUTO NACIONAL DE DESENVOLVIMENTO SOCIAL E HUMANO - INDSH;01/02/2023;31/01/2028;jul/26
CENTRO;BELO HORIZONTE;BELO HORIZONTE;CLINICA;612024;38741351000126;ULTRA CENTER LTDA;01/02/2024;31/05/2027;jul/26
NORTE;MONTES CLAROS;MONTES CLAROS;HOSPITAL/FUNDACAO;8212023;16921181000129;PRONTOSOCOR DE MONTES CLAROS LTDA;25/09/2023;31/08/2028;jul/26
SUDESTE;CARANGOLA;CARANGOLA;HOSPITAL/FUNDACAO;3202023;19274091000181;CASA DE CARIDADE DE CARANGOLA;01/05/2023;30/04/2028;jul/26
NORTE;SAO FRANCISCO;SAO FRANCISCO;LABORATORIO;9152023;01508791000128;EMPREENDIMENTOS LABORATORIAIS SAO JUDAS LTDA;01/10/2023;30/09/2028;jul/26
NORTE;MONTES CLAROS;MONTES CLAROS;CLINICA;8282023;25238197000122;CLINICA DIAGNOSTICA E TERAPEUTICA LTDA;01/10/2023;30/09/2028;jul/26
LESTE;GOVERNADOR VALADARES;GOVERNADOR VALADARES;LABORATORIO;6142022;20816336000134;LABORATORIO PASTEUR FLEMING LTDA;01/09/2022;31/08/2027;jul/26
OESTE;OLIVEIRA;OLIVEIRA;LABORATORIO;6062023;20918694000158;LABORATORIO DE ANALISES CLINICAS SAO JUDAS SALVIO AVELINO LTDA;01/08/2023;31/07/2028;jul/26
CENTRO;CONTAGEM;CONTAGEM;CLINICA;1172024;22735377000121;CLINICA DE ULTRA-SOM CONTAGEM LTDA;09/02/2024;31/05/2027;jul/26
SUDESTE;UBA;UBA;CLINICA;9082022;02076547000104;CLIFIU - CLINICA DE FISIOTERAPIA UBA LTDA;06/12/2022;30/11/2027;jul/26
LESTE;CARATINGA;CARATINGA;LABORATORIO;4192024;20810453000190;LABORATORIO SANTA MONICA LTDA;10/05/2024;31/10/2026;jul/26
SUDESTE;MURIAE;MURIAE;CLINICA;6262024;64274038000135;CENTRO CLINICO DE FISIOTERAPIA LTDA;01/08/2024;31/01/2027;jul/26
NORTE;BOCAIUVA;BOCAIUVA;CLINICA;7362023;01702335000114;FISIOCENTER S/C LTDA;01/09/2023;31/08/2028;jul/26
CENTRO SUL;SAO JOAO DEL REI;SAO JOAO DEL REI;LABORATORIO;3092024;19546449000188;LABORATORIO DE ANALISES CLINICAS OSWALDO CRUZ LTDA;09/04/2024;30/09/2026;jul/26
SUDESTE;CATAGUASES;ALEM PARAIBA;LABORATORIO;812024;01439294000115;HEMOLAB LABORATORIO DE ANALISES CLINICAS LTDA - ME;05/02/2024;31/08/2027;jul/26
SUDESTE;JUIZ DE FORA;BOM JARDIM DE MINAS;LABORATORIO;9522024;01953387000163;LABORATORIO DE ANALISES CLINICAS AGUIAR VALVERDE LTDA;01/11/2024;30/04/2027;jul/26
CENTRO SUL;CONSELHEIRO LAFAIETE;CONSELHEIRO LAFAIETE;CLINICA;7612023;23968019000121;CLINICA DE FISIOTERAPIA RESPIRATORIA E GERAL LTDA;05/09/2023;31/08/2028;jul/26
CENTRO SUL;CONSELHEIRO LAFAIETE;CONSELHEIRO LAFAIETE;LABORATORIO;622024;00643878000145;FERRARI & FERRARI LTDA;01/02/2024;31/01/2029;jul/26
SUL;PASSOS;PASSOS;CLINICA;5922023;01903662000134;CLINICA DE DIAGNOSTICO POR IMAGEM PASSOS LTDA;01/08/2023;31/07/2028;jul/26
SUL;PASSOS;PASSOS;LABORATORIO;6152024;86520558000113;MICROLABOR ANALISES CLINICAS LTDA;05/07/2024;31/12/2026;jul/26
SUDESTE;UBA;RIO POMBA;LABORATORIO;1642024;01822722000194;LABORATORIO DE ANALISES CLINICAS CLINERP LTDA;26/02/2024;31/07/2027;jul/26
CENTRO SUL;SAO JOAO DEL REI;SAO JOAO DEL REI;HOSPITAL/FUNDACAO;4892025;24731747000188;HOSPITAL DE NOSSA SENHORA DAS MERCES;01/07/2025;30/06/2030;jul/26
CENTRO;PEDRO LEOPOLDO;PEDRO LEOPOLDO;CLINICA;5942023;01161724000180;CLIFIPEL FISIOTERAPIA DR. RONALDO MOREIRA FILHO LTDA;01/08/2023;31/07/2028;jul/26
CENTRO;ITABIRA;ITABIRA;HOSPITAL/FUNDACAO;202672;20959292000100;IRMANDADE NOSSA SENHORA DAS DORES;01/03/2026;28/02/2031;jul/26
SUL;ALFENAS;CAMPOS GERAIS;LABORATORIO;4722022;19093152000104;LABORATORIO DE ANALISES CLINICAS E CITOLOGIA IMACULADA CONCEICAO LTDA;12/07/2022;30/06/2027;jul/26
OESTE;DIVINOPOLIS;DIVINOPOLIS;LABORATORIO;372022;19152990000101;LABORATORIO CENTRAL DE ANALISES EIRELI;01/02/2022;31/01/2027;jul/26
CENTRO SUL;CONSELHEIRO LAFAIETE;CONSELHEIRO LAFAIETE;CLINICA;1102024;22587695000192;CEDISME CENTRO DE DIAGNOSTICOS POR IMAGENS E SERVICOS MEDICOS LTDA;09/02/2024;31/01/2029;jul/26
LESTE DO SUL;PONTE NOVA;PONTE NOVA;HOSPITAL/FUNDACAO;3442025;26150979000178;FUNDACAO FILANTROPICA E BENEFICENTE DE SAUDE ARNALDO GAVAZZA FILHO;01/06/2025;31/05/2030;jul/26
TRIANGULO DO NORTE;PATROCINIO;PATROCINIO;LABORATORIO;512024;17010810000121;LABORATORIO CLINICO SANTOS LTDA -EPP;01/02/2024;31/01/2029;jul/26
OESTE;CAMPO BELO;CAMPO BELO;LABORATORIO;5812024;01715763000181;LABORATORIO OSCAR BOTELHO LTDA;01/07/2024;31/12/2026;jul/26
NORDESTE;TEOFILO OTONI;TEOFILO OTONI;HOSPITAL/FUNDACAO;3412025;25104902000107;ASSOCIACAO HOSPITALAR SANTA ROSALIA;01/06/2025;31/05/2030;jul/26
SUL;POCOS DE CALDAS;POCOS DE CALDAS;LABORATORIO;6002023;21385943000150;LABORATORIO BIOANALISES P. DE CALDAS LTDA;01/08/2023;31/07/2028;jul/26
TRIANGULO DO NORTE;PATROCINIO;PATROCINIO;LABORATORIO;2992022;01145215000163;LABORATORIO DE ANALISES CLINICAS SAO JOSE PATROCINIO LTDA;01/06/2022;31/05/2027;jul/26
LESTE;CORONEL FABRICIANO;CORONEL FABRICIANO;CLINICA;3332022;01665350000130;ENDOSCOPIA E CLINICA MEDICA LTDA;10/06/2022;31/05/2027;jul/26
OESTE;FORMIGA;FORMIGA;LABORATORIO;10002024;01958649000182;MAURICEA CARVALHO REZENDE & CIA LTDA;01/12/2024;31/05/2027;jul/26
CENTRO;SETE LAGOAS;SETE LAGOAS;LABORATORIO;6872022;19780519000168;LABORANALISE LTDA;12/09/2022;31/08/2027;jul/26
TRIANGULO DO SUL;ARAXA;ARAXA;LABORATORIO;9872024;17805417000124;INSTITUTO QUIMICO DE ANALISES CLINICAS LTDA;13/11/2024;30/04/2027;jul/26
SUDESTE;CARANGOLA;CARANGOLA;LABORATORIO;9222022;19659309000116;BIOCLINICA LABORATORIO DE ANALISES CLINICAS - CARANGOLA LTDA;31/12/2022;30/11/2027;jul/26
NORDESTE;TEOFILO OTONI;TEOFILO OTONI;LABORATORIO;3432022;19619089000105;LABORATORIO IZAC DE ANALISES E PESQUISAS CLINICAS LTDA;16/06/2022;31/05/2027;jul/26
SUDESTE;MURIAE;MURIAE;CLINICA;882022;02145643000159;CENTRO DIAGNOSTICO MEDCENTER LTDA;01/02/2022;31/01/2027;jul/26
CENTRO;OURO PRETO;ITABIRITO;LABORATORIO;7432024;01611515000190;IVAN MORGAN DA COSTA LABORATORIO LTDA;01/09/2024;28/02/2027;jul/26
CENTRO SUL;BARBACENA;BARBACENA;LABORATORIO;8902025;26113092000100;LABORATORIO DE ANALISES E PESQUISAS CLINICAS SANTA TEREZINHA LTDA;03/09/2025;31/08/2030;jul/26
CENTRO;JOAO MONLEVADE;NOVA ERA;HOSPITAL/FUNDACAO;10262024;22913347000168;ASSOCIACAO DE CARIDADE SAO JOSE;02/12/2024;30/11/2029;jul/26
LESTE DO SUL;MANHUACU;MANHUMIRIM;LABORATORIO;2942024;41732405000100;LABORATORIO ANACLINICA LTDA;01/04/2024;30/09/2026;jul/26
LESTE DO SUL;VICOSA;VICOSA;LABORATORIO;42024;20322145000116;LABORGUIMA - LABORATORIO DE ANALISES CLINICAS;01/01/2024;31/12/2028;jul/26
NORDESTE;NANUQUE;NANUQUE;LABORATORIO;8842025;19917640000199;LABORATORIO DE ANALISES CLINICAS SABIN LTDA;01/09/2025;31/08/2030;jul/26
CENTRO;BELO HORIZONTE;BELO HORIZONTE;LABORATORIO;3612025;16637191000137;PATOLOGIA CLINICA SAO PAULO LTDA;01/06/2025;31/05/2030;jul/26
SUDESTE;CATAGUASES;LEOPOLDINA;HOSPITAL/FUNDACAO;3662022;22149165000162;CASA DE CARIDADE LEOPOLDINENSE;01/07/2022;30/06/2027;jul/26
CENTRO;BETIM;BETIM;CLINICA;2132024;02218688000106;BETIMCOR CLINICA CARDIOLOGICA;06/03/2024;31/08/2026;jul/26
SUDESTE;MURIAE;MURIAE;LABORATORIO;6602025;20343778000100;MURILABOR LTDA;01/08/2025;31/07/2030;jul/26
NORTE;PIRAPORA;VARZEA DA PALMA;LABORATORIO;7292024;17373580000165;ANALISES CLINICAS DR. VITORIO LTDA - ME;01/09/2024;28/02/2027;jul/26
LESTE DO SUL;PONTE NOVA;PONTE NOVA;LABORATORIO;1322024;21086707000132;LABORATORIO DR JOSE PINTO VIEIRA LTDA;20/02/2024;31/01/2029;jul/26
SUL;POCOS DE CALDAS;POCOS DE CALDAS;LABORATORIO;6802024;21416409000163;BIOCLINIC LABORATORIO DE ANALISES CLINICAS LTDA;01/08/2024;31/01/2027;jul/26
OESTE;ITAUNA;ITAUNA;LABORATORIO;11362024;17979980000119;LABORATORIO PASTEUR LTDA;31/12/2024;31/05/2027;jul/26
SUDESTE;JUIZ DE FORA;JUIZ DE FORA;LABORATORIO;3642024;19586619000158;LABORATORIO DE ANALISES CLINICAS R G SAGGIORO LTDA;01/05/2024;31/10/2026;jul/26
OESTE;FORMIGA;FORMIGA;HOSPITAL/FUNDACAO;6082025;20499893000179;SANTA CASA DE CARIDADE DE FORMIGA;01/08/2025;31/07/2030;jul/26
NORDESTE;TEOFILO OTONI;TEOFILO OTONI;LABORATORIO;4982024;02255392000165;LABORATORIO KUMAIRA LTDA;01/07/2024;31/12/2026;jul/26
OESTE;CAMPO BELO;CAMPO BELO;HOSPITAL/FUNDACAO;10762023;19128248000160;SANTA CASA DE MISERICORDIA SAO VICENTE DE PAULO;05/12/2023;30/11/2028;jul/26
NORDESTE;SERRO;SERRO;HOSPITAL/FUNDACAO;6392024;24975237000156;CASA DE CARIDADE SANTA TEREZA;01/08/2024;31/07/2029;jul/26
SUL;PASSOS;PASSOS;LABORATORIO;5642023;00836918000175;LABHOR LABORATORIO DE HORMONIOS E ANALISES CLINICAS LIMITADA;13/07/2023;30/06/2028;jul/26
NORTE;PIRAPORA;VARZEA DA PALMA;LABORATORIO;2772024;02526537000115;ANALISA LABORATORIO DE ANALISES CLINICAS LTDA - ME;01/04/2024;30/09/2026;jul/26
NORDESTE;JEQUITINHONHA;JEQUITINHONHA;LABORATORIO;11912023;02560652000106;ANDRADE & ANDRADE LTDA;27/12/2023;30/11/2028;jul/26
LESTE DO SUL;PONTE NOVA;PONTE NOVA;LABORATORIO;11772023;20486098000146;CLINILABOR LTDA;21/12/2023;30/11/2028;jul/26
LESTE;SANTA MARIA DO SUACUI;AGUA BOA;LABORATORIO;9342022;02489469000161;LABORATORIO DE ANALISES CLINICAS CRISTAL LTDA;31/12/2022;30/11/2027;jul/26
CENTRO;BELO HORIZONTE;BELO HORIZONTE;CLINICA;4252024;26227173000130;RADIO IMAGEM SERVICOS MEDICOS LTDA;15/05/2024;31/10/2026;jul/26
CENTRO;OURO PRETO;MARIANA;LABORATORIO;7282024;25705682000169;ANACLIN LTDA;01/09/2024;28/02/2027;jul/26
NORTE;TAIOBEIRAS;TAIOBEIRAS;LABORATORIO;7562022;00389828000183;LABORATORIO DE ANALISES CLINICAS SIELAB LTDA;01/10/2022;30/09/2027;jul/26
OESTE;BOM DESPACHO;BOM DESPACHO;CLINICA;3092022;01998234000132;MAMOCLINICABD LTDA;01/06/2022;31/05/2027;jul/26
LESTE DO SUL;RAUL SOARES;RAUL SOARES;LABORATORIO;7262022;21783063000131;LABORATORIO SAO JOAO LTDA;01/10/2022;30/09/2027;jul/26
NOROESTE;JOAO PINHEIRO;JOAO PINHEIRO;LABORATORIO;5052024;02722481000174;SIAP-SERVICOS INTEGRADOS DE ANATOMIA PATOLOGICA LTDA;01/07/2024;31/12/2026;jul/26
SUL;POUSO ALEGRE;POUSO ALEGRE;CLINICA;2522024;25650482000156;CORPUS TOMOGRAFIA COMPUTADORIZADA LTDA;01/04/2024;30/09/2026;jul/26
SUDESTE;JUIZ DE FORA;JUIZ DE FORA;LABORATORIO;4652024;21580956000180;LABORATORIO CORTES VILLELA LTDA;03/06/2024;30/11/2026;jul/26
CENTRO SUL;CONSELHEIRO LAFAIETE;CONSELHEIRO LAFAIETE;LABORATORIO;10942025;02280664000187;HEMOLAB LABORATORIO DE PATOLOGIA CLINICA LTDA;01/11/2025;31/10/2030;jul/26
SUL;POUSO ALEGRE;POUSO ALEGRE;CLINICA;4862023;25632316000127;CORPUS RADIODIAGNOSTICO LTDA;01/07/2023;30/06/2028;jul/26
CENTRO;PEDRO LEOPOLDO;PEDRO LEOPOLDO;LABORATORIO;9462025;16864589000106;LABORATORIO DOM BOSCO VETOR NORTE LTDA;01/10/2025;30/09/2030;jul/26
OESTE;CAMPO BELO;CAMPO BELO;HOSPITAL/FUNDACAO;7262023;19130186000121;HOSPITAL SAO LUCAS LTDA;01/09/2023;31/08/2028;jul/26
SUDESTE;JUIZ DE FORA;BICAS;LABORATORIO;4642024;19478866000130;LABORATORIO DE ANALISES CLINICAS EURICO POSSAS ARAUJO LTDA;01/06/2024;30/11/2026;jul/26
CENTRO;BETIM;BETIM;LABORATORIO;8322023;20257283000169;LABORATORIO JOAO PAULO DE ANALISES CLINICAS LTDA;01/10/2023;30/09/2028;jul/26
CENTRO;BELO HORIZONTE;BELO HORIZONTE;HOSPITAL DIA;12024;01690595000117;IMOL INSTITUTO MINEIRO DE OLHOS LTDA;01/01/2024;31/12/2028;jul/26
LESTE;PECANHA;PECANHA;LABORATORIO;8482022;02160012000109;LABORATORIO BIOANALYSIS LTDA;01/12/2022;30/11/2027;jul/26
OESTE;PARA DE MINAS;PARA DE MINAS;HOSPITAL/FUNDACAO;10482023;01816967000109;IRMANDADE NOSSA SENHORA DA CONCEICAO DE PARA DE MINAS;01/12/2023;31/12/2028;jul/26
OESTE;CAMPO BELO;CAMPO BELO;LABORATORIO;3502022;02578503000174;LABORATORIO FERREIRA KLOCK LTDA;01/07/2022;30/06/2027;jul/26
SUDESTE;MURIAE;MURIAE;LABORATORIO;9462022;19668003000126;JOSE EDUARDO RODRIGUES CALDAS - CPF: 16681274668;31/12/2022;30/11/2027;jul/26
LESTE DO SUL;PONTE NOVA;PONTE NOVA;LABORATORIO;5622025;73465668000188;LABORATORIO FRANCISMAR MOREIRA LTDA;01/08/2025;31/07/2030;jul/26
SUL;TRES CORACOES;TRES CORACOES;LABORATORIO;7052024;25642331000156;ANALISES CLINICAS SOUZA E CHAVASCO LTDA ME;09/08/2024;31/01/2027;jul/26
SUDESTE;MURIAE;MURIAE;LABORATORIO;942024;21710686000184;LABORATORIO AMARO E JULIANE LTDA ME;06/02/2024;31/01/2029;jul/26
OESTE;LAGOA DA PRATA;LAGOA DA PRATA;LABORATORIO;4692023;01916555000140;LABORCLIN LTDA;29/06/2023;31/05/2028;jul/26
CENTRO;CONTAGEM;CONTAGEM;CLINICA;3642023;00235498000171;FISICON FISIOTERAPIA DE CONTAGEM LTDA;09/05/2023;30/04/2028;jul/26
SUL;POUSO ALEGRE;CAMBUI;LABORATORIO;9142023;02975446000167;LABORATORIO DE ANALISES CLINICAS NOSSA SENHORA DO CARMO LTDA;01/10/2023;30/09/2028;jul/26
OESTE;OLIVEIRA;CARMO DA MATA;LABORATORIO;3062022;01946947000152;ISABEL CRISTINA DE CARVALHO CPF 518.813.906-59;01/06/2022;31/05/2027;jul/26
OESTE;BOM DESPACHO;BOM DESPACHO;LABORATORIO;11492023;02507464000114;LABORATORIO DE ANALISES CLINICAS COSTA REZENDE LTDA;19/12/2023;30/11/2028;jul/26
NOROESTE;ARINOS;ARINOS;LABORATORIO;9202022;20213443000178;LABORATORIO GUIMARAES LTDA;31/12/2022;30/11/2027;jul/26
LESTE;GOVERNADOR VALADARES;GOVERNADOR VALADARES;LABORATORIO;6392023;22405807000147;LABORATORIO LABHEL LTDA;03/08/2023;31/07/2028;jul/26
SUL;TRES CORACOES;TRES CORACOES;CLINICA;4852024;01008092000119;CLINICA DR. CHRYSO LTDA;13/06/2024;30/11/2026;jul/26
NORDESTE;TEOFILO OTONI;TEOFILO OTONI;CLINICA;5792024;02148829000161;ORTHOS - CENTRO DE ORTOPEDIA E TRAUMATOLOGIA LTDA;01/07/2024;31/12/2026;jul/26
CENTRO;CURVELO;FELIXLANDIA;LABORATORIO;3102024;02744751000148;ROGERIO COELHO SOUTO;10/04/2024;30/09/2026;jul/26
CENTRO;ITABIRA;ITABIRA;CLINICA;3072022;00897910000119;SET SERVICO ESPECIALIZADO DE TOMOGRAFIA LTDA;01/06/2022;31/05/2027;jul/26
